time,open,high,low,close,volume
2026-05-20 23:56:00+00:00,0.71503,0.71506,0.71503,0.71505,0
2026-05-20 23:57:00+00:00,0.71503,0.71506,0.71503,0.71505,0
2026-05-20 23:58:00+00:00,0.71503,0.71506,0.71503,0.71505,0
2026-05-20 23:59:00+00:00,0.71503,0.71506,0.71503,0.71505,0
2026-05-21 00:00:00+00:00,0.71503,0.71506,0.71503,0.71505,0
2026-05-21 00:01:00+00:00,0.71503,0.71506,0.71503,0.71505,0
2026-05-21 00:02:00+00:00,0.71477,0.71481,0.71474,0.71476,0
2026-05-21 00:03:00+00:00,0.71476,0.71478,0.71469,0.71477,0
2026-05-21 00:04:00+00:00,0.71477,0.71486,0.71476,0.71481,0
2026-05-21 00:05:00+00:00,0.71481,0.71481,0.71476,0.7148,0
2026-05-21 00:06:00+00:00,0.7148,0.71484,0.71471,0.71473,0
2026-05-21 00:07:00+00:00,0.71471,0.71481,0.71471,0.71474,0
2026-05-21 00:08:00+00:00,0.71473,0.71476,0.71463,0.71471,0
2026-05-21 00:09:00+00:00,0.71471,0.71483,0.71471,0.7148,0
2026-05-21 00:10:00+00:00,0.7148,0.71486,0.71474,0.71474,0
2026-05-21 00:11:00+00:00,0.71474,0.71479,0.71474,0.71476,0
2026-05-21 00:12:00+00:00,0.71476,0.71486,0.71476,0.71486,0
2026-05-21 00:13:00+00:00,0.71486,0.71489,0.71483,0.71489,0
2026-05-21 00:14:00+00:00,0.71492,0.71492,0.7148,0.71482,0
2026-05-21 00:15:00+00:00,0.71482,0.71503,0.71482,0.71498,0
2026-05-21 00:16:00+00:00,0.71494,0.71497,0.71494,0.71497,0
2026-05-21 00:17:00+00:00,0.71494,0.71497,0.71494,0.71497,0
2026-05-21 00:18:00+00:00,0.71479,0.71479,0.71469,0.71469,0
2026-05-21 00:19:00+00:00,0.71479,0.71479,0.71469,0.71469,0
2026-05-21 00:20:00+00:00,0.71461,0.71461,0.7145,0.71454,0
2026-05-21 00:21:00+00:00,0.71454,0.7146,0.71454,0.71457,0
2026-05-21 00:22:00+00:00,0.71455,0.7146,0.71448,0.7145,0
2026-05-21 00:23:00+00:00,0.71449,0.7145,0.71446,0.71447,0
2026-05-21 00:24:00+00:00,0.71449,0.7145,0.71446,0.71447,0
2026-05-21 00:25:00+00:00,0.7146,0.71463,0.71458,0.71459,0
2026-05-21 00:26:00+00:00,0.71458,0.71461,0.71456,0.71457,0
2026-05-21 00:27:00+00:00,0.71459,0.71464,0.71459,0.7146,0
2026-05-21 00:28:00+00:00,0.71461,0.71469,0.71458,0.71469,0
2026-05-21 00:29:00+00:00,0.71469,0.71484,0.71467,0.71484,0
2026-05-21 00:30:00+00:00,0.71484,0.71484,0.71476,0.71477,0
2026-05-21 00:31:00+00:00,0.71484,0.71484,0.71476,0.71477,0
2026-05-21 00:32:00+00:00,0.71468,0.71469,0.71464,0.71464,0
2026-05-21 00:33:00+00:00,0.71464,0.71465,0.71459,0.71464,0
2026-05-21 00:34:00+00:00,0.71466,0.71472,0.71466,0.7147,0
2026-05-21 00:35:00+00:00,0.71469,0.71474,0.71468,0.71469,0
2026-05-21 00:36:00+00:00,0.7147,0.7147,0.71464,0.71464,0
2026-05-21 00:37:00+00:00,0.71464,0.71467,0.71462,0.71462,0
2026-05-21 00:38:00+00:00,0.71463,0.71469,0.71459,0.71469,0
2026-05-21 00:39:00+00:00,0.71469,0.71473,0.71469,0.71472,0
2026-05-21 00:40:00+00:00,0.71472,0.71474,0.71471,0.71472,0
2026-05-21 00:41:00+00:00,0.71469,0.71469,0.71464,0.71469,0
2026-05-21 00:42:00+00:00,0.71469,0.71472,0.71466,0.71466,0
2026-05-21 00:43:00+00:00,0.71466,0.71467,0.71463,0.71463,0
2026-05-21 00:44:00+00:00,0.71463,0.71465,0.71461,0.71464,0
2026-05-21 00:45:00+00:00,0.71464,0.71469,0.71463,0.71467,0
2026-05-21 00:46:00+00:00,0.71466,0.71469,0.71464,0.71466,0
2026-05-21 00:47:00+00:00,0.71466,0.71468,0.71458,0.71463,0
2026-05-21 00:48:00+00:00,0.71464,0.71464,0.71457,0.71458,0
2026-05-21 00:49:00+00:00,0.71458,0.71469,0.71457,0.71469,0
2026-05-21 00:50:00+00:00,0.71469,0.71469,0.71464,0.71464,0
2026-05-21 00:51:00+00:00,0.71465,0.71469,0.71465,0.71469,0
2026-05-21 00:52:00+00:00,0.71469,0.71474,0.71468,0.71473,0
2026-05-21 00:53:00+00:00,0.71473,0.7149,0.71473,0.7149,0
2026-05-21 00:54:00+00:00,0.7149,0.71491,0.71483,0.71486,0
2026-05-21 00:55:00+00:00,0.71488,0.71488,0.71486,0.71486,0
2026-05-21 00:56:00+00:00,0.71488,0.71488,0.71486,0.71486,0
2026-05-21 00:57:00+00:00,0.71476,0.71481,0.71476,0.71479,0
2026-05-21 00:58:00+00:00,0.71479,0.71481,0.71476,0.71481,0
2026-05-21 00:59:00+00:00,0.7148,0.71484,0.71479,0.71481,0
2026-05-21 01:00:00+00:00,0.71481,0.71486,0.71479,0.7148,0
2026-05-21 01:01:00+00:00,0.71479,0.71497,0.71476,0.71494,0
2026-05-21 01:02:00+00:00,0.71494,0.71503,0.71494,0.71503,0
2026-05-21 01:03:00+00:00,0.71494,0.71503,0.71494,0.71503,0
2026-05-21 01:04:00+00:00,0.71491,0.71491,0.7149,0.7149,0
2026-05-21 01:05:00+00:00,0.71489,0.715,0.71487,0.71496,0
2026-05-21 01:06:00+00:00,0.71497,0.71511,0.71493,0.7151,0
2026-05-21 01:07:00+00:00,0.7151,0.71516,0.71505,0.71515,0
2026-05-21 01:08:00+00:00,0.71517,0.71518,0.71516,0.71518,0
2026-05-21 01:09:00+00:00,0.71517,0.71518,0.71516,0.71518,0
2026-05-21 01:10:00+00:00,0.71535,0.71551,0.71535,0.71549,0
2026-05-21 01:11:00+00:00,0.71548,0.71548,0.71543,0.71543,0
2026-05-21 01:12:00+00:00,0.71541,0.71541,0.71527,0.71528,0
2026-05-21 01:13:00+00:00,0.71529,0.71535,0.71528,0.71535,0
2026-05-21 01:14:00+00:00,0.71535,0.71541,0.71533,0.71541,0
2026-05-21 01:15:00+00:00,0.71544,0.71567,0.71544,0.71556,0
2026-05-21 01:16:00+00:00,0.71557,0.71557,0.71544,0.71544,0
2026-05-21 01:17:00+00:00,0.71544,0.7155,0.71544,0.71547,0
2026-05-21 01:18:00+00:00,0.71545,0.71545,0.71528,0.71528,0
2026-05-21 01:19:00+00:00,0.71529,0.71535,0.71527,0.71527,0
2026-05-21 01:20:00+00:00,0.71526,0.71529,0.71524,0.71527,0
2026-05-21 01:21:00+00:00,0.71525,0.7153,0.71524,0.71525,0
2026-05-21 01:22:00+00:00,0.71525,0.71527,0.71522,0.71524,0
2026-05-21 01:23:00+00:00,0.71524,0.71533,0.71524,0.71527,0
2026-05-21 01:24:00+00:00,0.71527,0.71528,0.71522,0.71527,0
2026-05-21 01:25:00+00:00,0.71525,0.71525,0.71522,0.71525,0
2026-05-21 01:26:00+00:00,0.71525,0.71525,0.71518,0.7152,0
2026-05-21 01:27:00+00:00,0.71519,0.71524,0.71513,0.71515,0
2026-05-21 01:28:00+00:00,0.71515,0.71529,0.71515,0.71521,0
2026-05-21 01:29:00+00:00,0.71522,0.71527,0.71522,0.71525,0
2026-05-21 01:30:00+00:00,0.71523,0.71523,0.71372,0.71372,0
2026-05-21 01:31:00+00:00,0.71523,0.71523,0.71372,0.71372,0
2026-05-21 01:32:00+00:00,0.71334,0.71379,0.71334,0.71379,0
2026-05-21 01:33:00+00:00,0.71382,0.71405,0.71366,0.71367,0
2026-05-21 01:34:00+00:00,0.71364,0.71374,0.71364,0.71368,0
2026-05-21 01:35:00+00:00,0.71364,0.71374,0.71364,0.71368,0
2026-05-21 01:36:00+00:00,0.71334,0.71344,0.71334,0.71338,0
2026-05-21 01:37:00+00:00,0.71338,0.71351,0.71335,0.71351,0
2026-05-21 01:38:00+00:00,0.7135,0.71356,0.7134,0.7134,0
2026-05-21 01:39:00+00:00,0.71342,0.71376,0.71336,0.71365,0
2026-05-21 01:40:00+00:00,0.71365,0.71379,0.71358,0.71379,0
2026-05-21 01:41:00+00:00,0.71391,0.714,0.71384,0.71385,0
2026-05-21 01:42:00+00:00,0.71381,0.71389,0.71364,0.71372,0
2026-05-21 01:43:00+00:00,0.71376,0.71379,0.71364,0.71364,0
2026-05-21 01:44:00+00:00,0.71368,0.71368,0.71359,0.7136,0
2026-05-21 01:45:00+00:00,0.71368,0.71368,0.71359,0.7136,0
2026-05-21 01:46:00+00:00,0.71329,0.71329,0.71318,0.71321,0
2026-05-21 01:47:00+00:00,0.71322,0.71322,0.71305,0.71308,0
2026-05-21 01:48:00+00:00,0.71311,0.71315,0.71298,0.71303,0
2026-05-21 01:49:00+00:00,0.71306,0.7131,0.71286,0.71286,0
2026-05-21 01:50:00+00:00,0.71306,0.7131,0.71286,0.71286,0
2026-05-21 01:51:00+00:00,0.71249,0.71259,0.71249,0.71254,0
2026-05-21 01:52:00+00:00,0.71254,0.71254,0.7121,0.71211,0
2026-05-21 01:53:00+00:00,0.7121,0.7121,0.71188,0.71193,0
2026-05-21 01:54:00+00:00,0.7121,0.7121,0.71188,0.71193,0
2026-05-21 01:55:00+00:00,0.71149,0.71164,0.71149,0.71149,0
2026-05-21 01:56:00+00:00,0.71149,0.7119,0.71141,0.71189,0
2026-05-21 01:57:00+00:00,0.71191,0.7122,0.71183,0.71183,0
2026-05-21 01:58:00+00:00,0.71183,0.71202,0.71183,0.71193,0
2026-05-21 01:59:00+00:00,0.71191,0.71195,0.71175,0.71193,0
2026-05-21 02:00:00+00:00,0.71198,0.71228,0.71193,0.71223,0
2026-05-21 02:01:00+00:00,0.71225,0.71231,0.7122,0.71231,0
2026-05-21 02:02:00+00:00,0.71232,0.71244,0.71212,0.71244,0
2026-05-21 02:03:00+00:00,0.71244,0.71244,0.71211,0.71221,0
2026-05-21 02:04:00+00:00,0.71223,0.71225,0.7121,0.71215,0
2026-05-21 02:05:00+00:00,0.7121,0.71215,0.71179,0.71183,0
2026-05-21 02:06:00+00:00,0.71181,0.71181,0.71156,0.71164,0
2026-05-21 02:07:00+00:00,0.71164,0.71215,0.71161,0.71196,0
2026-05-21 02:08:00+00:00,0.71198,0.71205,0.71188,0.71189,0
2026-05-21 02:09:00+00:00,0.71189,0.71196,0.71169,0.71174,0
2026-05-21 02:10:00+00:00,0.71179,0.71197,0.71179,0.71193,0
2026-05-21 02:11:00+00:00,0.71198,0.71205,0.71191,0.71198,0
2026-05-21 02:12:00+00:00,0.71199,0.71213,0.71199,0.71201,0
2026-05-21 02:13:00+00:00,0.712,0.71203,0.71182,0.71186,0
2026-05-21 02:14:00+00:00,0.71186,0.71195,0.71183,0.71185,0
2026-05-21 02:15:00+00:00,0.71185,0.71208,0.71185,0.71202,0
2026-05-21 02:16:00+00:00,0.71202,0.71205,0.71188,0.71188,0
2026-05-21 02:17:00+00:00,0.71188,0.7119,0.7117,0.7117,0
2026-05-21 02:18:00+00:00,0.7117,0.71171,0.71149,0.71151,0
2026-05-21 02:19:00+00:00,0.71149,0.7115,0.71113,0.71113,0
2026-05-21 02:20:00+00:00,0.71124,0.7113,0.71124,0.71125,0
2026-05-21 02:21:00+00:00,0.71144,0.71144,0.71144,0.71144,0
2026-05-21 02:22:00+00:00,0.71144,0.71171,0.71142,0.71147,0
2026-05-21 02:23:00+00:00,0.71148,0.71162,0.71144,0.71159,0
2026-05-21 02:24:00+00:00,0.71159,0.71165,0.71158,0.71164,0
2026-05-21 02:25:00+00:00,0.71164,0.71164,0.71135,0.71135,0
2026-05-21 02:26:00+00:00,0.71138,0.7114,0.71113,0.71118,0
2026-05-21 02:27:00+00:00,0.71118,0.71124,0.71103,0.71115,0
2026-05-21 02:28:00+00:00,0.71115,0.7112,0.71114,0.71117,0
2026-05-21 02:29:00+00:00,0.71116,0.71116,0.71104,0.71104,0
2026-05-21 02:30:00+00:00,0.71104,0.71121,0.71091,0.7112,0
2026-05-21 02:31:00+00:00,0.71121,0.71142,0.71121,0.7114,0
2026-05-21 02:32:00+00:00,0.71141,0.71141,0.71105,0.71105,0
2026-05-21 02:33:00+00:00,0.71104,0.71111,0.71101,0.71104,0
2026-05-21 02:34:00+00:00,0.71106,0.71115,0.71069,0.71069,0
2026-05-21 02:35:00+00:00,0.71106,0.71115,0.71069,0.71069,0
2026-05-21 02:36:00+00:00,0.711,0.7111,0.711,0.71104,0
2026-05-21 02:37:00+00:00,0.71105,0.71117,0.711,0.71103,0
2026-05-21 02:38:00+00:00,0.71102,0.71104,0.71081,0.71083,0
2026-05-21 02:39:00+00:00,0.71083,0.71083,0.71077,0.71079,0
2026-05-21 02:40:00+00:00,0.71081,0.71087,0.71074,0.71085,0
2026-05-21 02:41:00+00:00,0.71084,0.7109,0.71067,0.71082,0
2026-05-21 02:42:00+00:00,0.71077,0.71077,0.71059,0.71069,0
2026-05-21 02:43:00+00:00,0.71074,0.71082,0.71068,0.7108,0
2026-05-21 02:44:00+00:00,0.71082,0.71086,0.71081,0.71086,0
2026-05-21 02:45:00+00:00,0.71084,0.711,0.71072,0.71074,0
2026-05-21 02:46:00+00:00,0.71074,0.7108,0.71037,0.71037,0
2026-05-21 02:47:00+00:00,0.71074,0.7108,0.71037,0.71037,0
2026-05-21 02:48:00+00:00,0.71047,0.71048,0.71046,0.71046,0
2026-05-21 02:49:00+00:00,0.71046,0.71047,0.71037,0.71044,0
2026-05-21 02:50:00+00:00,0.71042,0.71056,0.7104,0.71055,0
2026-05-21 02:51:00+00:00,0.71054,0.71074,0.71054,0.71071,0
2026-05-21 02:52:00+00:00,0.71071,0.71072,0.71064,0.71069,0
2026-05-21 02:53:00+00:00,0.71069,0.7107,0.71059,0.71063,0
2026-05-21 02:54:00+00:00,0.7106,0.71061,0.71052,0.71052,0
2026-05-21 02:55:00+00:00,0.71051,0.71064,0.71051,0.71064,0
2026-05-21 02:56:00+00:00,0.71065,0.71065,0.71053,0.71056,0
2026-05-21 02:57:00+00:00,0.71057,0.71086,0.71057,0.71084,0
2026-05-21 02:58:00+00:00,0.71084,0.71097,0.71081,0.71083,0
2026-05-21 02:59:00+00:00,0.71082,0.71082,0.7107,0.71073,0
2026-05-21 03:00:00+00:00,0.71076,0.71094,0.71072,0.71091,0
2026-05-21 03:01:00+00:00,0.71091,0.711,0.7109,0.711,0
2026-05-21 03:02:00+00:00,0.711,0.71107,0.71095,0.71101,0
2026-05-21 03:03:00+00:00,0.71103,0.71116,0.71103,0.71116,0
2026-05-21 03:04:00+00:00,0.71115,0.71117,0.71105,0.71106,0
2026-05-21 03:05:00+00:00,0.71105,0.71122,0.71105,0.7112,0
2026-05-21 03:06:00+00:00,0.7112,0.71141,0.7112,0.71134,0
2026-05-21 03:07:00+00:00,0.71139,0.71139,0.71125,0.71125,0
2026-05-21 03:08:00+00:00,0.71124,0.71142,0.71124,0.71142,0
2026-05-21 03:09:00+00:00,0.71145,0.71159,0.71145,0.71157,0
2026-05-21 03:10:00+00:00,0.71157,0.71162,0.71151,0.71152,0
2026-05-21 03:11:00+00:00,0.71152,0.71154,0.71138,0.71139,0
2026-05-21 03:12:00+00:00,0.71139,0.71141,0.71118,0.71118,0
2026-05-21 03:13:00+00:00,0.71119,0.7113,0.71119,0.7113,0
2026-05-21 03:14:00+00:00,0.7113,0.7114,0.7113,0.71136,0
2026-05-21 03:15:00+00:00,0.71136,0.71136,0.71118,0.7112,0
2026-05-21 03:16:00+00:00,0.71124,0.71124,0.71117,0.71118,0
2026-05-21 03:17:00+00:00,0.71117,0.71144,0.71117,0.7114,0
2026-05-21 03:18:00+00:00,0.7114,0.71151,0.7114,0.71151,0
2026-05-21 03:19:00+00:00,0.7115,0.71165,0.7115,0.71159,0
2026-05-21 03:20:00+00:00,0.71159,0.71164,0.71158,0.71159,0
2026-05-21 03:21:00+00:00,0.71159,0.71164,0.71159,0.71164,0
2026-05-21 03:22:00+00:00,0.71164,0.71171,0.71164,0.71171,0
2026-05-21 03:23:00+00:00,0.71171,0.71176,0.71164,0.71164,0
2026-05-21 03:24:00+00:00,0.71164,0.71173,0.71164,0.71165,0
2026-05-21 03:25:00+00:00,0.71165,0.71168,0.71164,0.71167,0
2026-05-21 03:26:00+00:00,0.71161,0.71162,0.71155,0.71159,0
2026-05-21 03:27:00+00:00,0.71159,0.71161,0.71155,0.71158,0
2026-05-21 03:28:00+00:00,0.71158,0.71161,0.71155,0.7116,0
2026-05-21 03:29:00+00:00,0.7116,0.71161,0.71154,0.71159,0
2026-05-21 03:30:00+00:00,0.71156,0.71161,0.71155,0.71159,0
2026-05-21 03:31:00+00:00,0.71161,0.71161,0.71149,0.71149,0
2026-05-21 03:32:00+00:00,0.71149,0.71151,0.71144,0.71147,0
2026-05-21 03:33:00+00:00,0.71147,0.71151,0.71145,0.71151,0
2026-05-21 03:34:00+00:00,0.7115,0.7115,0.71141,0.71143,0
2026-05-21 03:35:00+00:00,0.71144,0.71144,0.71134,0.71137,0
2026-05-21 03:36:00+00:00,0.71137,0.71149,0.71137,0.71148,0
2026-05-21 03:37:00+00:00,0.71148,0.71148,0.71142,0.71142,0
2026-05-21 03:38:00+00:00,0.71142,0.71148,0.71142,0.71144,0
2026-05-21 03:39:00+00:00,0.71144,0.71147,0.71142,0.71144,0
2026-05-21 03:40:00+00:00,0.71144,0.71159,0.71144,0.71154,0
2026-05-21 03:41:00+00:00,0.71154,0.71156,0.7115,0.71154,0
2026-05-21 03:42:00+00:00,0.71154,0.71172,0.71154,0.71171,0
2026-05-21 03:43:00+00:00,0.71171,0.71179,0.71171,0.71179,0
2026-05-21 03:44:00+00:00,0.71186,0.71186,0.71177,0.7118,0
2026-05-21 03:45:00+00:00,0.71181,0.71189,0.71181,0.71188,0
2026-05-21 03:46:00+00:00,0.71186,0.71191,0.71186,0.71191,0
2026-05-21 03:47:00+00:00,0.71191,0.71196,0.71183,0.71185,0
2026-05-21 03:48:00+00:00,0.71184,0.71186,0.71183,0.71186,0
2026-05-21 03:49:00+00:00,0.71185,0.71191,0.71181,0.71189,0
2026-05-21 03:50:00+00:00,0.71189,0.71189,0.71169,0.71172,0
2026-05-21 03:51:00+00:00,0.71172,0.71184,0.71172,0.7118,0
2026-05-21 03:52:00+00:00,0.71179,0.71181,0.71174,0.71176,0
2026-05-21 03:53:00+00:00,0.71176,0.71179,0.71174,0.71174,0
2026-05-21 03:54:00+00:00,0.71174,0.71179,0.71171,0.71175,0
2026-05-21 03:55:00+00:00,0.71174,0.71186,0.71174,0.71186,0
2026-05-21 03:56:00+00:00,0.71185,0.71188,0.71181,0.71187,0
2026-05-21 03:57:00+00:00,0.71189,0.71199,0.71189,0.71193,0
2026-05-21 03:58:00+00:00,0.71191,0.71193,0.71188,0.71188,0
2026-05-21 03:59:00+00:00,0.71188,0.71196,0.71187,0.71191,0
2026-05-21 04:00:00+00:00,0.71188,0.71196,0.71185,0.71192,0
2026-05-21 04:01:00+00:00,0.7119,0.71194,0.71189,0.71191,0
2026-05-21 04:02:00+00:00,0.71191,0.71199,0.71189,0.71198,0
2026-05-21 04:03:00+00:00,0.71198,0.71205,0.71195,0.71205,0
2026-05-21 04:04:00+00:00,0.71202,0.71211,0.71202,0.7121,0
2026-05-21 04:05:00+00:00,0.7121,0.71226,0.7121,0.71225,0
2026-05-21 04:06:00+00:00,0.71225,0.71225,0.71218,0.7122,0
2026-05-21 04:07:00+00:00,0.71216,0.7122,0.71214,0.71214,0
2026-05-21 04:08:00+00:00,0.71215,0.71215,0.71192,0.71193,0
2026-05-21 04:09:00+00:00,0.71192,0.71209,0.71192,0.71199,0
2026-05-21 04:10:00+00:00,0.712,0.71208,0.71196,0.71205,0
2026-05-21 04:11:00+00:00,0.71205,0.71205,0.71204,0.71204,0
2026-05-21 04:12:00+00:00,0.71204,0.71211,0.71203,0.71211,0
2026-05-21 04:13:00+00:00,0.71211,0.71216,0.7121,0.71215,0
2026-05-21 04:14:00+00:00,0.71215,0.7123,0.71215,0.7123,0
2026-05-21 04:15:00+00:00,0.7123,0.7123,0.7122,0.71221,0
2026-05-21 04:16:00+00:00,0.71221,0.71227,0.71221,0.71225,0
2026-05-21 04:17:00+00:00,0.71225,0.71235,0.71225,0.71229,0
2026-05-21 04:18:00+00:00,0.71229,0.71229,0.71222,0.71225,0
2026-05-21 04:19:00+00:00,0.71225,0.7123,0.71222,0.7123,0
2026-05-21 04:20:00+00:00,0.71229,0.71232,0.71227,0.71232,0
2026-05-21 04:21:00+00:00,0.71232,0.71239,0.71232,0.71235,0
2026-05-21 04:22:00+00:00,0.71232,0.71239,0.71232,0.71235,0
2026-05-21 04:23:00+00:00,0.71234,0.71234,0.71234,0.71234,0
2026-05-21 04:24:00+00:00,0.71234,0.71242,0.71233,0.71242,0
2026-05-21 04:25:00+00:00,0.71243,0.7125,0.71243,0.71249,0
2026-05-21 04:26:00+00:00,0.71246,0.7125,0.71243,0.7125,0
2026-05-21 04:27:00+00:00,0.7125,0.71266,0.7125,0.71259,0
2026-05-21 04:28:00+00:00,0.7126,0.71264,0.71259,0.71264,0
2026-05-21 04:29:00+00:00,0.71263,0.71266,0.7126,0.71266,0
2026-05-21 04:30:00+00:00,0.71269,0.71269,0.71266,0.71269,0
2026-05-21 04:31:00+00:00,0.71269,0.71269,0.71266,0.71269,0
2026-05-21 04:32:00+00:00,0.71272,0.71276,0.71255,0.71259,0
2026-05-21 04:33:00+00:00,0.71254,0.71255,0.71249,0.71249,0
2026-05-21 04:34:00+00:00,0.7125,0.71256,0.71249,0.71254,0
2026-05-21 04:35:00+00:00,0.71254,0.71255,0.7125,0.71253,0
2026-05-21 04:36:00+00:00,0.71253,0.71256,0.71249,0.71249,0
2026-05-21 04:37:00+00:00,0.71249,0.71254,0.71247,0.71252,0
2026-05-21 04:38:00+00:00,0.71253,0.71255,0.7125,0.7125,0
2026-05-21 04:39:00+00:00,0.7125,0.71254,0.71244,0.71247,0
2026-05-21 04:40:00+00:00,0.71248,0.71249,0.71243,0.71247,0
2026-05-21 04:41:00+00:00,0.71247,0.71247,0.71239,0.71239,0
